ID,EARK_ID,Type,Level,Path,Section,XPath,Description,Cardinality,Datatype,Name,Obligation,Vocabulary,Covered by XSD,Cardinality XSD
MSIP76,CSIP39,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/digiprovMD/mets:mdRef/@MDTYPE`,Specification of the type of metadata that is used in the externally located preservation metadata file in the `/metadata/preservation directory`. The value MUST be set to `PREMIS`.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary,Type of preservation metadata,MUST,`PREMIS`,,
MSIP77,CSIP40,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/digiprovMD/mets:mdRef/@MIMETYPE`,The media/mime type of the referenced file.,1..1,[IANA mime type]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#mimetype),File mime type,MUST,,,
MSIP78,CSIP41,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/digiprovMD/mets:mdRef/@SIZE`,Size of the referenced file; this MUST be in bytes.,1..1,[Integer]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#integer),File size,MUST,,,
MSIP79,CSIP42,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/digiprovMD/mets:mdRef/@CREATED`,The creation date and time of the referenced file.,1..1,[XML Schema datetime]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#xsd-datetime),File creation datetime,MUST,,,
MSIP80,CSIP43,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/digiprovMD/mets:mdRef/@CHECKSUM`,The checksum of the referenced file.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),File checksum,MUST,,,
MSIP81,CSIP44,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/digiprovMD/mets:mdRef/@CHECKSUMTYPE`,A value from the METS-standard which identifies the algorithm used to calculate the checksum for the referenced file. This MUST be set to `MD5`.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),File checksum type,MUST,,,
MSIP82,CSIP45,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/mets:rightsMD`,,,,,,,,
MSIP83,CSIP46,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/mets:rightsMD/@ID`,A unique identifier used for internal package references.It MUST be unique within the SIP.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Rights metadata identifier,MUST,,,
MSIP84,CSIP47,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/mets:rightsMD/@STATUS`,"Describes the status of the `rightsMD` which is supported by the profile.Meemoo investigates the use of the `@STATUS` attribute for future use cases such as e.g. a rights metadata update (i.e. ingest of metadata only with the goal of updating, adding or deleting existing metadata in meemoo's archive system).",0..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary,Status of the rights metadata,SHOULD,`CURRENT``SUPERSEDED`,,
MSIP85,CSIP48,Element,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/mets:rightsMD/mets:mdRef`,Reference to the rights metadata file(s) when located in the `/metadata/preservation` directory.,1..1,,Reference to the document with the rights metadata (when not embedded within the METS.xml file).,MUST,,,
MSIP86,CSIP49,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/mets:rightsMD/mets:mdRef[@LOCTYPE='URL']`,Indication of the locator type used to refer to the rights metadata file in the `/metadata/preservation` directory.It MUST always be used with the value `URL`.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Type of locator,MUST,,,
MSIP87,CSIP50,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/mets:rightsMD/mets:mdRef[@xlink:type='simple']`,"This attribute's value MUST be set to `simple`, in order to indicate a simple 'HTML-like' link.",1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Type of link,MUST,,,
MSIP88,CSIP51,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/mets:rightsMD/mets:mdRef/@xlink:href`,"Indication of the actual location of the rights metadata file.As indicated by the `@LOCTYPE` attribute, this filepath MUST be a URL type filepath.",1..1,[URL]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#url),Resource location,MUST,,,
MSIP89,CSIP52,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/mets:rightsMD/mets:mdRef/@MDTYPE`,Specification of the type of metadata that is used in the externally located rights metadata file in the `/metadata/preservation` directory.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary,Type of preservation metadata,MUST,`PREMIS``METSRIGHTS``OTHER`,,
MSIP90,CSIP53,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/mets:rightsMD/mets:mdRef/@MIMETYPE`,The media/mime type of the referenced file.,1..1,[IANA mime type]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#mimetype),File mime type,MUST,,,
MSIP91,CSIP54,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/mets:rightsMD/mets:mdRef/@SIZE`,Size of the referenced file; this MUST be in bytes.,1..1,[Integer]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#integer),File size,MUST,,,
MSIP92,CSIP55,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/mets:rightsMD/mets:mdRef/@CREATED`,The creation date and time of the referenced file.,1..1,[XML Schema datetime]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#xsd-datetime),File creation datetime,MUST,,,
MSIP93,CSIP56,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/mets:rightsMD/mets:mdRef/@CHECKSUM`,The checksum of the referenced file.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),File checksum,MUST,,,
MSIP94,CSIP57,Attribute,Package,/METS.xml,amdSec,`/mets:mets/mets:amdSec/mets:rightsMD/mets:mdRef/@CHECKSUMTYPE`,A value from the METS-standard which identifies the algorithm used to calculate the checksum for the referenced file. This MUST be set to `MD5`.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),File checksum type,MUST,,,
MSIP95,CSIP58,Element,Package,/METS.xml,fileSec,`mets/fileSec`,Wrapper element for the file section of the METS which contains different `fileGrp` elements which acts as an inventory of the package level and its content.Only a single `fileSec` element should be present.,0..1,,mets/fileSec,SHOULD,,,
MSIP96,CSIP58,General,Package,/METS.xml,fileSec,,There MUST NOT be more than one `fileSec` element in the `METS.xml` file.,,,,MUST,,,
MSIP97,,General,Package,/METS.xml,fileSec,,"The `fileSec` element of the package `METS.xml` file MUST NOT reference anything from the different representation levels, EXCEPT the representation `METS.xml` files.",,,,MUST,,,
MSIP98,,General,Package,/METS.xml,fileSec,,Each representation `METS.xml` MUST be referenced within its own `fileGrp` element within the `fileSec` element of the package `METS.xml`.,,,,MUST,,,
MSIP99,CSIP58,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/@ID`,A unique identifier for the file section used for internal package references.It MUST be unique within the SIP.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),File section identifier,MUST,,,
MSIP100,CSIP59,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/fileGrp[@USE='Documentation']`,All documentation pertaining to the transferred content is placed in one or more file group elements with `mets/fileSec/fileGrp/@USE` attribute value “Documentation”.,0..1,,Documentation file group,MAY,,,
MSIP101,CSIP60,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp[@USE='Schemas']`,XML schemas used in the information package can be included in one or more file groups with `mets/fileSec/fileGrp/@USE` attribute value “Schemas”.,0..1,,Schema file group,MAY,,,
MSIP102,CSIP61,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp[@USE=[starts-with('Representations')]]`,A pointer to the METS document describing the representation or pointers to the content being transferred must be present in one or more file groups with `mets/fileSec/fileGrp/@USE` attribute value starting with `Representations` followed by the path to the folder where the _representation level_ `METS.xml` file is placed.,1..*,,Representations file group,MUST,,,
MSIP103,CSIP62,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/@ADMID`,"Reference to the ID of the corresponding administrative metadata section, in case an `amdSec` was used.",0..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Reference to administrative metadata,MAY,,,
MSIP104,,Attribute,Package,/METS.xml,fileSec,"`/mets:mets/@csip:CONTENTINFORMATIONTYPE=""MIXED""|mets:mets/fileSec/fileGrp[@USE=[starts-with('Representations')]]/@csip:CONTENTINFORMATIONTYPE`",,0..1,,Content Information Type Specification,SHOULD,,,
MSIP105,CSIP63,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp[@csip:CONTENTINFORMATIONTYPE='OTHER']/@csip:OTHERCONTENTINFORMATIONTYPE`,When the `mets/fileSec/fileGrp/@csip:CONTENTINFORMATIONTYPE` attribute has the value `OTHER` the attribute `mets/fileSec/fileGrp/@csip:OTHERCONTENTINFORMATIONTYPE` must state a value for the Content Information Type Specification used.,0..1,,Other Content Information Type Specification,MAY,,,
MSIP106,CSIP64,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/@USE`,"The value in the `mets/fileSec/fileGrp/@USE` attribute is the name of the whole folder structure to the data, e.g. `representations/representation_1` or `documentation`.",1..1,[URL]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#url),Description of the use of the file group,MUST,,,
MSIP107,CSIP65,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/@ID`,A unique identifier for the file group. This is used for internal package references.It MUST be unique within the SIP.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),File group identifier,MUST,,,
MSIP108,CSIP66,Element,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/file`,The `file` elements contain descriptions of the media files.,1..*,,File,MUST,,,
MSIP109,CSIP67,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/file/@ID`,A unique identifier for the file. This is used for internal package references.It MUST be unique within the SIP.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),File identifier,MUST,,,
MSIP110,CSIP68,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/file/@MIMETYPE`,The media/mime type of the referenced file.,1..1,[IANA mime type]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#mimetype),File mimetype,MUST,,,
MSIP111,CSIP69,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/file/@SIZE`,Size of the referenced file; this MUST be in bytes.,1..1,[Integer]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#integer),File size,MUST,,,
MSIP112,CSIP70,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/file/@CREATED`,The creation date and time of the referenced file.,1..1,[XML Schema datetime]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#xsd-datetime),File creation datetime,MUST,,,
MSIP113,CSIP71,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/file/@CHECKSUM`,The checksum of the referenced file.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),File checksum,MUST,,,
MSIP114,CSIP72,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/file/@CHECKSUMTYPE`,A value from the METS-standard which identifies the algorithm used to calculate the checksum for the referenced file. This MUST be set to `MD5`.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),File checksum type,MUST,,,
MSIP115,CSIP73,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/file/@OWNERID`,If an identifier for the file was supplied by the CP it can be recorded in this attribute.,0..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),File original identification,MAY,,,
MSIP116,CSIP74,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/file/@ADMID`,"If an `amdSec` (with `@ID` attribute) was provided, this attribute allows to reference it.",0..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),File reference to administrative metadata,MAY,,,
MSIP117,CSIP75,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/file/@DMDID`,"If a `dmdSec` (with `@ID` attribute) was provided, this attribute allows to reference it.",0..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),File reference to descriptive metadata,MAY,,,
MSIP118,CSIP76,Element,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/file/FLocat`,Element that allows for referencing the location of each external file.,1..1,,File locator reference,MUST,,,
MSIP119,CSIP77,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/file/FLocat[@LOCTYPE='URL']`,,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Type of locator,MUST,,,
MSIP120,CSIP78,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/file/FLocat[@xlink:type='simple']`,,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Type of link,MUST,,,
MSIP121,CSIP79,Attribute,Package,/METS.xml,fileSec,`/mets:mets/mets:fileSec/mets:fileGrp/file/FLocat/@xlink:href`,Indication of the actual location of the referenced file.,1..1,[URL]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#url),Resource location,MUST,,,
MSIP122,CSIP80,Element,Package,/METS.xml,structMap,`/mets:mets/mets:structMap`,The `structMap` describes the highest logical structure of the IP.,1..*,,Structural description of the package,MUST,,,
MSIP123,CSIP81,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@TYPE='PHYSICAL']`,The `mets/structMap/@TYPE` attribute MUST take the value `PHYSICAL`.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Type of structural description,MUST,,,
MSIP124,CSIP82,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']`,This value MUST be set to `CSIP` in order to be compliant with the E-ARK Common Specification for Information Packages.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Name of the structural description,MUST,,,
MSIP125,CSIP83,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/@ID`,A unique identifier for the structural description. This can be used for internal package references.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Structural description identifier,MUST,,,
MSIP126,CSIP84,Element,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/div`,The division element. Each `structMap` element MUST contain one `div` element that contains possible further `div` elements of the `structMap` elements.,1..1,,Main structural division,MUST,,,
MSIP127,CSIP85,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/@ID`,A unique identifier for the main `div` element. This can be used for internal package references.It MUST be unique within the SIP.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Main structural division identifier,MUST,,,
MSIP128,CSIP88,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Metadata']`,The metadata referenced in the administrative and/or descriptive metadata section is described in the structural map with one sub division.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Metadata division,MUST,,,
MSIP129,CSIP89,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Metadata']/@ID`,A unique identifier for the metadata `div` element. This can be used for internal package references.It MUST be unique within the SIP.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Metadata division identifier,MUST,,,
MSIP130,CSIP90,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Metadata']`,The metadata `div` element’s `@LABEL` attribute value MUST be `Metadata`.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Metadata division label,MUST,,,
MSIP131,CSIP91,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Metadata']/@ADMID`,"The administrative metadata division should reference all current administrative metadata sections.All `amdSec` elements with `@STATUS='CURRENT'` SHOULD be referenced by their identifier, `@ID`.  The current `amdSec` elements' `@ID`s are recorded in the `div[@LABEL='Metadata']/@ADMID` attribute in a space delimited list.",0..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Metadata division references administrative metadata,SHOULD,,,
MSIP132,CSIP92,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Metadata']/@DMDID`,"The descriptive metadata division should reference all current descriptive metadata sections.All `dmdSec` elements with `@STATUS='CURRENT'` SHOULD be referenced by their identifier, `@ID`.  The current `dmdSec` elements' `@ID`s are recorded in the `div[@LABEL='Metadata']/@DMDID` attribute in a space delimited list.",0..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Metadata division references descriptive metadata,SHOULD,,,
MSIP133,CSIP93,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Documentation']`,The documentation referenced in the file section file groups is described in the structural map with one sub division.,0..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Documentation division,SHOULD,,,
MSIP134,CSIP94,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Documentation']/@ID`,A unique identifier for the documentation `div` element. This can be used for internal package references.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Documentation division identifier,MUST,,,
MSIP135,CSIP95,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Documentation']/@LABEL`,The documentation `div` element’s `@LABEL` attribute value MUST be `Documentation`.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Documentation division label,MUST,,,
MSIP136,CSIP96,Element,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Documentation']/mets:fptr`,All file groups containing documentation described in the package are referenced via the relevant file group identifiers. There MUST be one file group reference per `fptr` element.,1..*,,Documentation file references,MUST,,,
MSIP137,CSIP116,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Documentation']/mets:fptr/@FILEID`,A unique identifier to the `Documentation` file group. This can be used for internal package references.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Documentation file group reference pointer,MUST,,,
MSIP138,CSIP97,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Schemas']`,The schemas referenced in the file section file groups are described in the structural map within a single sub-division.,0..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Schema division,SHOULD,,,
MSIP139,CSIP98,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Schemas']/@ID`,A unique identifier to the `Schemas` file group. This can be used for internal package references.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Schema division identifier,MUST,,,
MSIP140,CSIP99,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Schemas']/@LABEL`,The schemas `div` element’s `@LABEL` attribute value MUST be `Schemas`.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Schema division label,MUST,,,
MSIP141,CSIP100,Element,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Schemas']/mets:fptr`,All file groups containing schemas described in the package are referenced via the relevant file group identifiers. There MUST be one file group reference per `fptr` element.,1..*,,Schema file reference,MUST,,,
MSIP142,CSIP118,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Schemas']/mets:fptr/@FILEID`,A unique identifier to the `Schemas` file group. This can be used for internal package references.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Schema file group reference,MUST,,,
MSIP143,CSIP101,Element,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Representations/representation_*']`,"A package consists of multiple representations, each described by a representation level `METS.xml` file, there should be a discrete representation `\div` element for each representation.  Each representation `div` references the representation level `METS.xml` file, documenting the structure of the representation and its content.",1..*,,Representation division,MUST,,,
MSIP144,CSIP102,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Representations/representation_*']/@ID`,A unique identifier that can be used for internal package references.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Representations division identifier,MUST,,,
MSIP145,CSIP103,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Representations/representation_*']/@LABEL`,"The package’s representation division `div` element `@LABEL` attribute value must be the path to the representation level `METS.xml` file starting with the value `Representations` followed by the main folder name, e.g. `Representations/representation_1`.",1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Representations division label,MUST,,,
MSIP146,CSIP109,Element,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Representations/representation_*']/mets:mptr`,"The division `div` of the specific representation includes one occurrence of the METS pointer `mptr` element, pointing to the appropriate representation `METS.xml` file.",1..1,,Representation METS pointer,MUST,,,
MSIP147,CSIP108,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Representations/representation_*']/mets:mptr/@xlink:title`,The file group containing the files described in the package are referenced via the relevant file group identifier.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Representations division file references,MUST,,,
MSIP148,CSIP110,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Representations/representation_*']/mets:mptr/@xlink:href`,"Indication of the actual location of the `METS.xml` file.As indicated by the `@LOCTYPE` attribute, this filepath MUST be a URL type filepath.One SHOULD use the relative location of the file in this URL.",1..1,[URL]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#url),Resource location,MUST,,,
MSIP149,CSIP111,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Representations/representation_*']/mets:mptr[@xlink:type='simple']`,"This attribute's value MUST be set to `simple`, in order to indicate a simple 'HTML-like' link.",1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Type of link,MUST,,,
MSIP150,CSIP112,Attribute,Package,/METS.xml,structMap,`/mets:mets/mets:structMap[@LABEL='CSIP']/mets:div/mets:div[@LABEL='Representations/representation_*']/mets:mptr[@LOCTYPE='URL']`,Indication of the locator type used to refer to the representation METS.xml files of the different representation levels.It MUST always be used with the value `URL`.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Type of locator,MUST,,,
MSIP151,,General,Package,/metadata,metadata,,The `/metadata` directory MUST contain exactly two subdirectories: `/descriptive` and `/preservation`.,,,,MUST,,No,
MSIP152,,General,Package,/metadata/preservation,preservation,,The `/preservation` directory MUST contain exactly one file: `premis.xml`.,,,,MUST,,Yes,
MSIP153,CSIPSTR6;CSIPSTR7,Element,Package,/metadata/preservation/premis.xml,premis,`/premis:premis`,This is the root element of the PREMIS file.It MUST contain the following XML schema namespaces: [`xsi: http://www.w3.org/2001/XMLSchema-instance`](http://www.w3.org/2001/XMLSchema-instance)[`premis: http://www.loc.gov/premis/v3`](http://www.loc.gov/premis/v3).,1..1,,PREMIS root element,MUST,,,
MSIP154,,Attribute,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/@version`,This attribute signals which PREMIS version is being used.The attribute's value MUST be set to `3.0`.,1..1,,PREMIS version attribute,MUST,,,
MSIP155,,Attribute,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/@xsi:schemaLocation`,"This attribute signals where to find the relevant XSD schema in order to validate the PREMIS file.When used, its value MUST be set to `http://www.loc.gov/premis/v3 https://www.loc.gov/standards/premis/premis.xsd` to signal conformance with PREMIS 3.0.",0..1,,Schema location declaration,SHOULD,,Yes,
MSIP156,,Element,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object`,A `premis:object` element MUST be defined for each IE in the SIP.,1..*,,PREMIS object element,MUST,,Yes,
MSIP157,,Attribute,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/@xsi:type`,"This attribute signals whether a PREMIS object is of type intellectual entity, representation or file.Since the package level can only contain IEs, this attribute's value MUST always be set to `premis:intellectualEntity`.",1..1,,Object type,MUST,,Yes,
MSIP158,,Element,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:objectIdentifier`,"This element contains object identifier information.There MUST be exactly one object identifier present with `premis:objectIdentifierType` set to `UUID` (see below). This is the main identifier for the object, which uniquely identifies the concerned IE and establishes a link between the relevant preservation metadata in the `premis.xml` file and the descriptive metadata in the `dc+schema.xml` or `mods.xml` file, if any is present.There MAY be zero or more additional object identifiers of a different type. It is RECOMMENDED to include an identifier with `premis:objectIdentifierType` set to `MEEMOO-LOCAL-ID` to pinpoint the main local identifier well known to the SIP submitter (e.g., the record identifier in the local collection registration system), which can be used to easily retrieve the intellectual entity from the meemoo archive.",1..*,,Object identifier,MUST,,Yes,
